threshold,min_area,true_positive,false_positive,false_negative,precision,recall,f1
0.54,1,59700,5093,28284,0.9213958297964286,0.678532460447354,0.7815312514318254
0.54,2,57189,2585,30795,0.9567537725432462,0.6499931805782869,0.7740900661893096
0.54,3,54152,1659,33832,0.9702746770349931,0.6154755410074559,0.753183351298724
0.55,1,59616,4995,28368,0.9226911826159633,0.6775777414075287,0.7813624299616634
0.55,2,57125,2545,30859,0.9573487514663985,0.6492657755955629,0.773768404513254
0.55,3,54059,1634,33925,0.9706605857109512,0.6144185306419349,0.752507360259471
0.56,1,59582,4920,28402,0.923723295401693,0.6771913075104564,0.7814750206576341
0.56,2,57067,2521,30917,0.9576928240585353,0.648606564829969,0.7734123004363971
0.56,3,53987,1612,33997,0.9710066727818846,0.6136002000363703,0.7519971027210741
0.57,1,59529,4834,28455,0.9248947376598357,0.676588925259138,0.78149225124223
0.57,2,56993,2488,30991,0.958171516954994,0.6477655028186943,0.7729698572542636
0.57,3,53893,1586,34091,0.971412606571856,0.6125318239679942,0.7513156702425016
0.58,1,59491,4761,28493,0.9259011392641474,0.6761570285506455,0.7815628366483617
0.58,2,56950,2456,31034,0.9586573746759587,0.6472767775959265,0.7727797001153401
0.58,3,53841,1569,34143,0.9716838115863563,0.6119408074195308,0.750951922674589
0.59,1,59430,4688,28554,0.9268848061386818,0.6754637206764866,0.7814492906076186
0.59,2,56873,2425,31111,0.9591048601976457,0.6464016184760866,0.7723007563721297
0.59,3,53748,1544,34236,0.9720755262967518,0.6108837970540099,0.7502722019040174
0.6,1,59371,4610,28613,0.9279473593723137,0.6747931442080378,0.7813772908235448
0.6,2,56802,2371,31182,0.9599310496341237,0.645594653573377,0.7719918182621281
0.6,3,53658,1507,34326,0.9726819541375873,0.609860883797054,0.7496804029368002
0.61,1,59325,4590,28659,0.9281858718610655,0.6742703218767049,0.7811111330555172
0.61,2,56745,2357,31239,0.9601197929004095,0.6449468085106383,0.7715894102769809
0.61,3,53582,1491,34402,0.9729268425544277,0.6089970903800691,0.7491000090872868
0.62,1,59248,4519,28736,0.9291326234572741,0.6733951627568648,0.7808581162562355
0.62,2,56672,2331,31312,0.9604935342270732,0.6441171122022186,0.7711158129630511
0.62,3,53491,1475,34493,0.9731652294145472,0.6079628114202582,0.7483875480937391
0.63,1,59218,4477,28766,0.9297119083130544,0.6730541916712129,0.7808332069699826
0.63,2,56612,2306,31372,0.9608608574629146,0.6434351700309147,0.7707451225987393
0.63,3,53403,1460,34581,0.9733882580245339,0.6069626295690126,0.7476950863511309
0.64,1,59156,4375,28828,0.9311359808597378,0.672349518094199,0.7808599808599809
0.64,2,56524,2256,31460,0.9616195985028921,0.642434988179669,0.7702706385762176
0.64,3,53302,1425,34682,0.9739616642607853,0.605814693580651,0.7469921729929718
0.65,1,59102,4336,28882,0.9316497998045336,0.6717357701400255,0.7806263290671106
0.65,2,56484,2238,31500,0.9618882190661081,0.6419803600654664,0.7700298556296266
0.65,3,53217,1412,34767,0.974152922440462,0.6048486088379705,0.7463134496855125
0.66,1,59023,4278,28961,0.932418129255462,0.6708378796144754,0.7802888587764816
0.66,2,56403,2191,31581,0.9626070928764038,0.6410597381342062,0.7695970745950961
0.66,3,53118,1389,34866,0.974517034509329,0.6037234042553191,0.7455628776554307
0.67,1,58966,4233,29018,0.9330210921058878,0.6701900345517366,0.7800612502728481
0.67,2,56349,2160,31635,0.9630826026765114,0.6404459901800328,0.7693063832401549
0.67,3,53033,1368,34951,0.974853403430084,0.6027573195126387,0.7449239737331882
0.68,1,58902,4162,29082,0.9340035519472282,0.6694626295690126,0.7799110216619883
0.68,2,56269,2119,31715,0.9637082962252518,0.6395367339516276,0.7688492334599514
0.68,3,52936,1341,35048,0.975293402361958,0.6016548463356974,0.7442095866049022
0.69,1,58862,4100,29122,0.9348813570089896,0.66900800145481,0.7799080465861964
0.69,2,56207,2090,31777,0.9641490985814021,0.6388320603746136,0.7684798435887094
0.69,3,52858,1322,35126,0.9755998523440383,0.6007683215130024,0.7436200444556991
0.7,1,58780,4030,29204,0.9358382423181022,0.6680760138206947,0.7796066156478374
0.7,2,56114,2055,31870,0.9646719042789115,0.6377750500090925,0.7678802350960978
0.7,3,52740,1293,35244,0.976070179334851,0.5994271685761048,0.7427279832696086
0.71,1,58698,3975,29286,0.9365755588530946,0.6671440261865794,0.7792269858021864
0.71,2,56003,2029,31981,0.9650365315687897,0.6365134569921804,0.7670803199649353
0.71,3,52601,1276,35383,0.9763164244482804,0.5978473358792508,0.7415850727120209
0.72,1,58648,3918,29336,0.9373781286960969,0.6665757410438261,0.7791165725672534
0.72,2,55939,2006,32045,0.9653809647079127,0.6357860520094563,0.7666604992838982
0.72,3,52493,1266,35491,0.9764504548075671,0.5966198399709038,0.7406785520272606
0.73,1,58561,3849,29423,0.9383271911552635,0.6655869248954356,0.7787677699908242
0.73,2,55839,1972,32145,0.9658888446835378,0.6346494817239499,0.7659933468225935
0.73,3,52378,1253,35606,0.976636646715519,0.5953127841425714,0.7397238993044521
0.74,1,58493,3795,29491,0.9390733367582841,0.6648140571012912,0.7784949957410562
0.74,2,55763,1951,32221,0.9661953772048376,0.6337856883069649,0.7654600612225287
0.74,3,52294,1243,35690,0.9767824121635504,0.5943580651027459,0.739028130100833
0.75,1,58416,3716,29568,0.9401918496105066,0.6639388979814512,0.7782781315782463
0.75,2,55658,1901,32326,0.9669730189892111,0.6325922895071832,0.7648323863050782
0.75,3,52147,1218,35837,0.9771760517192917,0.5926873067830515,0.7378474555886494
0.76,1,58344,3645,29640,0.9411992450273435,0.6631205673758865,0.7780600508091456
0.76,2,55584,1879,32400,0.9673006978403494,0.6317512274959084,0.7643196490817962
0.76,3,52061,1210,35923,0.9772859529575191,0.5917098563375159,0.737120809882836
0.77,1,58251,3559,29733,0.9424203203365151,0.6620635570103656,0.7777481074008306
0.77,2,55495,1825,32489,0.9681612002791347,0.6307396799418076,0.763846831470572
0.77,3,51929,1181,36055,0.9777631331199398,0.5902095835606473,0.7360908330616468
0.78,1,58176,3498,29808,0.9432824204689172,0.6612111292962357,0.7774525919095538
0.78,2,55425,1801,32559,0.968528291336106,0.6299440807419531,0.7633771778803111
0.78,3,51829,1161,36155,0.9780902056991885,0.5890730132751409,0.7352987075630967
0.79,1,58085,3403,29899,0.9446558678116055,0.6601768503364248,0.7772024191821879
0.79,2,55291,1769,32693,0.9689975464423414,0.6284210765593744,0.7624031328424478
0.79,3,51671,1140,36313,0.9784135880782413,0.5872772322240407,0.73398913313683
0.8,1,57974,3324,30010,0.9457731084211557,0.6589152573195126,0.7767044921691831
0.8,2,55167,1724,32817,0.9696964370462815,0.6270117294053464,0.7615806729939603
0.8,3,51512,1103,36472,0.9790363964648865,0.5854700854700855,0.7327505885532614
0.81,1,57895,3255,30089,0.9467702371218316,0.6580173667939625,0.7764158407874796
0.81,2,55086,1683,32898,0.9703535380225123,0.6260911074740863,0.7611033968207913
0.81,3,51383,1076,36601,0.9794887435902324,0.5840039098017822,0.7317274623868758
0.82,1,57784,3155,30200,0.9482269154400302,0.6567557737770504,0.7760251942278896
0.82,2,54963,1649,33021,0.9708718999505406,0.6246931260229133,0.7602284987136574
0.82,3,51206,1047,36778,0.9799628729450941,0.5819921803964357,0.7302780293360526
0.83,1,57706,3076,30278,0.9493929123753743,0.6558692489543554,0.7757955446809083
0.83,2,54859,1609,33125,0.9715059856910109,0.6235110929259865,0.7595464237255283
0.83,3,51077,1026,36907,0.9803082356102336,0.5805260047281324,0.7292182715027091
0.84,1,57583,3009,30401,0.950339978875099,0.6544712675031824,0.7751319190178764
0.84,2,54690,1571,33294,0.9720765716926467,0.6215902891434806,0.7582931817394016
0.84,3,50901,1006,37083,0.9806191843104013,0.5785256410256411,0.7277237277594699
0.85,1,57483,2968,30501,0.9509023837488214,0.6533346972176759,0.7745208340350994
0.85,2,54585,1559,33399,0.9722321174123681,0.6203968903436988,0.7574517095914741
0.85,3,50735,1004,37249,0.980594909062796,0.5766389343517003,0.7262225975680453
0.86,1,57342,2835,30642,0.9528889775163268,0.6517321331151118,0.7740498511754105
0.86,2,54411,1495,33573,0.9732586842199407,0.6184192580469177,0.7562860518451595
0.86,3,50508,972,37476,0.9811188811188811,0.5740589198036007,0.724315952503872
0.87,1,57236,2776,30748,0.9537425848163701,0.650527368612475,0.7734803643341712
0.87,2,54279,1462,33705,0.9737715505642166,0.6169189852700491,0.7553174465124368
0.87,3,50347,946,37637,0.9815569375938237,0.5722290416439353,0.7229765144280822
